unit1_txt	unit2_txt	dir	rel_type	orig_label	label
The professional ethics community has been very successful at getting practitioners involved in what they 're doing .	Physicians and surgeons turned to ethicists in the heat of the abortion debates , scandals over research on human subjects , and so on .	1<2	unknown	elaboration	elaboration
The professional ethics community has been very successful at getting practitioners involved in what they 're doing .	We should look upon the SSC fiasco as an opportunity	1<2	unknown	elaboration	elaboration
We should look upon the SSC fiasco as an opportunity	-- scientists will turn to us when they feel like they 're in trouble .	1<2	unknown	nonvolitional-cause	causal
Here , I do n't think that we lack models .	The other important consideration of course is money .	1<2	unknown	elaboration	elaboration
The other important consideration of course is money .	There 's money in ethics today .	1<2	unknown	circumstance	temporal
There 's money in ethics today .	One can get grants to hold workshops and attract practioners with stipends and honoraria .	1<2	unknown	evidence	explanation
Although scientists may not be as bad as lawyers	nevertheless they know they can be earning consulting fees while they are talking to us .	1>2	unknown	concession	concession
Although scientists may not be as bad as lawyers	when it comes to the ticking meter ,	1<2	unknown	circumstance	temporal
There 's money in ethics today .	nevertheless they know they can be earning consulting fees while they are talking to us .	1<2	unknown	evidence	explanation
Here , I do n't think that we lack models .	On a different matter , I 'm not sanguine about a central science clearing - house for the US govt .	1<2	unknown	joint	conjunction
Maybe because we 're much bigger than Holland ,	it strikes me as an unworkable idea .	1>2	unknown	nonvolitional-cause	causal
Maybe because we 're much bigger than Holland ,	or maybe because I do n't know where science ends and other things begin ,	1<2	unknown	disjunction	alternation
On a different matter , I 'm not sanguine about a central science clearing - house for the US govt .	it strikes me as an unworkable idea .	1<2	unknown	elaboration	elaboration
it strikes me as an unworkable idea .	Do we really want one office to review everything from proposals to study ways of increasing chicken production , to increasing student performance in public schools , to searching for the top quark ?	1<2	unknown	evidence	explanation
Do the comments of Warren Schmauss remind anyone else of the following from Kuhn ?	It is , I think , particularly in periods of acknowledged crisis that scientists have turned to philosophical analysis as a device for unlocking the riddles of their fields . ( STR , 2nd ed. , p.88 )	1>2	unknown	solutionhood	query
It is , I think , particularly in periods of acknowledged crisis that scientists have turned to philosophical analysis as a device for unlocking the riddles of their fields . ( STR , 2nd ed. , p.88 )	Applicable , I think , to various sorts of crises .	1<2	unknown	elaboration	elaboration
Dear STSers ,	Although I have n't been following these ' anti - anti - science ' diatribes very closely ,	1>2	unknown	preparation	organization
Although I have n't been following these ' anti - anti - science ' diatribes very closely ,	I did develop an early distaste for Lewis Wolpert 's brand of science hagiography	1>2	unknown	concession	concession
I did develop an early distaste for Lewis Wolpert 's brand of science hagiography	I had become aware that an increasing number of scientists and others had become engaged in formulating similar anti-sts discourses .	1>2	unknown	background	frame
I did develop an early distaste for Lewis Wolpert 's brand of science hagiography	when I saw him on television last year in discussion with Mary Midgeley and others .	1<2	unknown	circumstance	temporal
And from reading some of the postings on this list ,	I had become aware that an increasing number of scientists and others had become engaged in formulating similar anti-sts discourses .	1>2	unknown	volitional-cause	causal
I had become aware that an increasing number of scientists and others had become engaged in formulating similar anti-sts discourses .	but what struck me was the way that something which ( I would guess ) would be quite unimaginable in the British context was happening there in a fairly unproblematic way .	1>2	unknown	antithesis	contrast
So , I was pleasantly suprised	I met a couple of people who were involved in an interdisciplinary project called ' towards non-linear optics ' .	1>2	unknown	evaluation	comment
when , during an STS summer school in the Netherlands a few weeks ago ,	I met a couple of people who were involved in an interdisciplinary project called ' towards non-linear optics ' .	1>2	unknown	circumstance	temporal
I met a couple of people who were involved in an interdisciplinary project called ' towards non-linear optics ' .	but what struck me was the way that something which ( I would guess ) would be quite unimaginable in the British context was happening there in a fairly unproblematic way .	1>2	unknown	concession	concession
I met a couple of people who were involved in an interdisciplinary project called ' towards non-linear optics ' .	As well as the usual scientific disciplines ( chemical physics , micro electronics , solid state physics etc. ) , the list of cooperating departments included a group from _Sociology of Science_ .	1<2	unknown	elaboration	elaboration
As well as the usual scientific disciplines ( chemical physics , micro electronics , solid state physics etc. ) , the list of cooperating departments included a group from _Sociology of Science_ .	The official rationale for including this group was apparently of the ' greasing the wheels of scientific communication ' variety ,	1<2	unknown	volitional-cause	causal
The official rationale for including this group was apparently of the ' greasing the wheels of scientific communication ' variety ,	which sometimes put them in a slightly difficult position ,	1<2	unknown	nonvolitional-result	causal
but what struck me was the way that something which ( I would guess ) would be quite unimaginable in the British context was happening there in a fairly unproblematic way .	Does anyone know how common this kind of thing actually is , and whether it does happen ' over here ' ?	1>2	unknown	background	frame
Some questions :	Does anyone know how common this kind of thing actually is , and whether it does happen ' over here ' ?	1>2	unknown	preparation	organization
Does anyone know how common this kind of thing actually is , and whether it does happen ' over here ' ?	What do people think about the virtues and vices of involvement in this sort of project ?	1<2	unknown	list	conjunction
What do people think about the virtues and vices of involvement in this sort of project ?	( To what extent should we allow the criterion for good work in STS to become that members of the scientific comm- unity consider us to have helped them ? )	1<2	unknown	elaboration	elaboration
If some kind of cultural difference can be articulated ,	does anyone want to speculate on its causes and significance ?	1>2	unknown	condition	condition
What do people think about the virtues and vices of involvement in this sort of project ?	does anyone want to speculate on its causes and significance ?	1<2	unknown	list	conjunction
I 've been chatting with several people [ a dozen or two ] who do research on the diurnal practices of producing sci / tech / med knowledge	and we all find the recent discussions on this list about how to talk with scientists tragic and comic .	1>2	unknown	justify	explanation
and we all find the recent discussions on this list about how to talk with scientists tragic and comic .	During our own careers as researchers in sci / tech / med studies most of us have spent about a quarter to a third of our time in laboratories / clinics .	1>2	unknown	background	frame
During our own careers as researchers in sci / tech / med studies most of us have spent about a quarter to a third of our time in laboratories / clinics .	We could not do our work without talking , all the time , with scientists / engineers / clinicians , and they with us .	1<2	unknown	volitional-cause	causal
During our own careers as researchers in sci / tech / med studies most of us have spent about a quarter to a third of our time in laboratories / clinics .	We always read their work and vice versa ;	1<2	unknown	elaboration	elaboration
During our own careers as researchers in sci / tech / med studies most of us have spent about a quarter to a third of our time in laboratories / clinics .	we discuss our projects at length .	1<2	unknown	elaboration	elaboration
During our own careers as researchers in sci / tech / med studies most of us have spent about a quarter to a third of our time in laboratories / clinics .	Among such researchers I am NOT atypical at all in giving about a quarter of my invited talks to scientists , in being invited regularly to participate in conferences organized by scientists , and in that some scientists use my work in their courses .	1<2	unknown	elaboration	elaboration
I am NOT suggesting that all these people like or agree with our work ,	but we are most certainly engaged in rich , complex conversations with them .	1>2	unknown	concession	concession
Among such researchers I am NOT atypical at all in giving about a quarter of my invited talks to scientists , in being invited regularly to participate in conferences organized by scientists , and in that some scientists use my work in their courses .	but we are most certainly engaged in rich , complex conversations with them .	1<2	unknown	elaboration	elaboration
but we are most certainly engaged in rich , complex conversations with them .	I would say the same about people engaged in policy making and people engaged in education issues ;	1<2	unknown	elaboration	elaboration
I would say the same about people engaged in policy making and people engaged in education issues ;	that is , that they read our research , approach us to talk ,	1<2	unknown	elaboration	elaboration
that is , that they read our research , approach us to talk ,	and we have rich , complex conversations with them , not necessarily leading to agreement .	1<2	unknown	elaboration	elaboration
These relationships are not built in a day or in one meeting ,	but the process of building them is also not the least bit mysterious .	1>2	unknown	antithesis	contrast
During our own careers as researchers in sci / tech / med studies most of us have spent about a quarter to a third of our time in laboratories / clinics .	but the process of building them is also not the least bit mysterious .	1<2	unknown	interpretation	comment
but the process of building them is also not the least bit mysterious .	I would say that ' effort ' is the keyword and , of course , a complete absence of any dominance / submission moves .	1<2	unknown	elaboration	elaboration
On Oct. 24 FULLER wrote :	< In the case of reducing human suffering from cancer , some of the above < remarks about ' magic bullets ' apply here as well . Also , much of the < grandiose rhetoric about fighting a ' war on cancer ' has backfired on the < scientific community , even though it licensed vast amounts of government < money in the early days . Once again , STSers could point out the value of a < tempered rhetoric to prevent manic - depressive public responses . In < addition , there may be something to be said for STSers destabilizing the < idea that life is worth preserving at any cost , including endless < suffering from treatments that merely retard the advance of cancer . Here < some anthropology of medicine -- and indeed some history of our own < culture from before the hegemony of scientific medicine -- would offer < alternative models for dealing with matters of life - and - death . < < As my last remarks suggest , one thing STSers can do generally is to < juxtapose examples from practices in our own cultural past or from that of < other cultures to show that things have been -- and can be -- done < differently . This applies no less to the science policy apparatus itself , < which -- as was pointed out by several of us a few weeks ago -- is a < relatively recent invention . Showing how the ' peer review vs. pork ' < distinction got constructed in the first place can be very illuminating in < helping us now construct alternative courses of action . Scientists are < professionally trained to have historical amnesia with regard to such < sacred matters as the social construction of merit , and here STSers can < refresh their memories .	1>2	unknown	attribution	attribution
< In the case of reducing human suffering from cancer , some of the above < remarks about ' magic bullets ' apply here as well . Also , much of the < grandiose rhetoric about fighting a ' war on cancer ' has backfired on the < scientific community , even though it licensed vast amounts of government < money in the early days . Once again , STSers could point out the value of a < tempered rhetoric to prevent manic - depressive public responses . In < addition , there may be something to be said for STSers destabilizing the < idea that life is worth preserving at any cost , including endless < suffering from treatments that merely retard the advance of cancer . Here < some anthropology of medicine -- and indeed some history of our own < culture from before the hegemony of scientific medicine -- would offer < alternative models for dealing with matters of life - and - death . < < As my last remarks suggest , one thing STSers can do generally is to < juxtapose examples from practices in our own cultural past or from that of < other cultures to show that things have been -- and can be -- done < differently . This applies no less to the science policy apparatus itself , < which -- as was pointed out by several of us a few weeks ago -- is a < relatively recent invention . Showing how the ' peer review vs. pork ' < distinction got constructed in the first place can be very illuminating in < helping us now construct alternative courses of action . Scientists are < professionally trained to have historical amnesia with regard to such < sacred matters as the social construction of merit , and here STSers can < refresh their memories .	In general , what FULLER says here reads very reasonable .	1>2	unknown	background	frame
In general , what FULLER says here reads very reasonable .	But let me point out another aspect of this intractable problem .	1>2	unknown	concession	concession
But let me point out another aspect of this intractable problem .	First of all , in the whole enterprise of STS it is not clear who is to be rectified : scientists or science ?	1>2	unknown	background	frame
And second of all , if it is scientists	who has assigned the task of rectifiers to the STSents ?	1>2	unknown	condition	condition
And second of all , if it is scientists	( as seems to be the implication of FULLER 's and VAN DEN MEULEN 's examples ) ,	1<2	unknown	background	frame
who has assigned the task of rectifiers to the STSents ?	but demonstrate how disgustingly scientists behave .	1>2	unknown	antithesis	contrast
who has assigned the task of rectifiers to the STSents ?	[ STSents themselves are scientists as well , at least in terms of being dependable on funding , public recognition and some social status . ]	1<2	unknown	nonvolitional-cause	causal
Ideally , and also in the context of FULLER 's and VAN DEN MEULEN 's example STS should be regarded as a form of narcissism :	In the real world out there just the opposite happens :	1>2	unknown	antithesis	contrast
Ideally , and also in the context of FULLER 's and VAN DEN MEULEN 's example STS should be regarded as a form of narcissism :	scientists look upon scientists in the endeavour to prove how good and beautiful scientists ' products may be .	1<2	unknown	elaboration	elaboration
Ideally , and also in the context of FULLER 's and VAN DEN MEULEN 's example STS should be regarded as a form of narcissism :	They should be advertisers of scientists .	1<2	unknown	elaboration	elaboration
who has assigned the task of rectifiers to the STSents ?	In the real world out there just the opposite happens :	1<2	unknown	elaboration	elaboration
In the real world out there just the opposite happens :	STS have been bitterly critical to scientists and in the same time have sought for recognition by those people they so relentlessly criticize .	1<2	unknown	elaboration	elaboration
It turns out , in the real world , that the self - hired STSents do not prove how admirable scientists are ,	but demonstrate how disgustingly scientists behave .	1>2	unknown	antithesis	contrast
but demonstrate how disgustingly scientists behave .	What I 'm heading to is the contention that STS might be a refined instrument to study the anatomy and physiology of the sciences and the technologies ,	1>2	unknown	evidence	explanation
but demonstrate how disgustingly scientists behave .	Th trigger of STS was the doubt that science - in a philosophical sense - was n't constructed on first principles ;	1<2	unknown	elaboration	elaboration
but demonstrate how disgustingly scientists behave .	the result of STS has been so far that scientists - in practical sense - are arrogant , useless , truthless , helpless , yo have it .	1<2	unknown	elaboration	elaboration
I 'll take AIDS as an example and will stick to the provision of VAN DEN MEULEN that " Scientists [ ... ] face problems in how science goes and how it is embedded in society " .	From the very onset of the pandemic , and especially during the hot 1988 - 1991 , AIDS activists and HIV - people pushed US government for more money and US science for more involvement presuming that the delay of the solution ( some panaceic medicine ) is due to negligence and carelessness , to filthy political calculations , etc .	1>2	unknown	background	frame
but demonstrate how disgustingly scientists behave .	From the very onset of the pandemic , and especially during the hot 1988 - 1991 , AIDS activists and HIV - people pushed US government for more money and US science for more involvement presuming that the delay of the solution ( some panaceic medicine ) is due to negligence and carelessness , to filthy political calculations , etc .	1<2	unknown	elaboration	elaboration
If you discard the rhetoric ,	the message was crystal clear :	1>2	unknown	condition	condition
the message was crystal clear :	but scientists are corrupt bastards and play on the tune of politicians .	1>2	unknown	background	frame
we believe that science is able to do everything ,	but scientists are corrupt bastards and play on the tune of politicians .	1>2	unknown	concession	concession
From the very onset of the pandemic , and especially during the hot 1988 - 1991 , AIDS activists and HIV - people pushed US government for more money and US science for more involvement presuming that the delay of the solution ( some panaceic medicine ) is due to negligence and carelessness , to filthy political calculations , etc .	but scientists are corrupt bastards and play on the tune of politicians .	1<2	unknown	elaboration	elaboration
From the very onset of the pandemic , and especially during the hot 1988 - 1991 , AIDS activists and HIV - people pushed US government for more money and US science for more involvement presuming that the delay of the solution ( some panaceic medicine ) is due to negligence and carelessness , to filthy political calculations , etc .	It is hard to find better example of a socially constructed , viable idea of the scientific enterprise by lay people .	1<2	unknown	evaluation	comment
It is hard to find better example of a socially constructed , viable idea of the scientific enterprise by lay people .	Is n't this very idea implied in the STS strain to attack scientists , to be against , to be nasty ?	1<2	unknown	evidence	explanation
Is n't this very idea implied in the STS strain to attack scientists , to be against , to be nasty ?	Scientists , on their part , knew that at that time the desperately needed solution was nowhere - and knew this without recourse to STSents - and that the believed omnipotence of science is only a myth .	1<2	unknown	evidence	explanation
True , they benefited from the conjuncture to raise more money toward AIDS - research ,	but did not abandon the systemic approach , which is the only possible and reasonable approach .	1>2	unknown	concession	concession
Scientists , on their part , knew that at that time the desperately needed solution was nowhere - and knew this without recourse to STSents - and that the believed omnipotence of science is only a myth .	but did not abandon the systemic approach , which is the only possible and reasonable approach .	1<2	unknown	elaboration	elaboration
Where wer STS in this case ?	and another thing to try to help science policies that promote the social usefulness of science .	1>2	unknown	solutionhood	query
And if they were out there ,	how could STS advise AIDS - research to do better ?	1>2	unknown	condition	condition
Where wer STS in this case ?	how could STS advise AIDS - research to do better ?	1<2	unknown	elaboration	elaboration
It is one thing to shake the fundamental authority of the natural sciences in order to acquire authority for the social ones ,	and another thing to try to help science policies that promote the social usefulness of science .	1>2	unknown	antithesis	contrast
It is hard to find better example of a socially constructed , viable idea of the scientific enterprise by lay people .	and another thing to try to help science policies that promote the social usefulness of science .	1<2	unknown	evidence	explanation
To take a good contrast in the near neighbourhood , linguists of the Chomskian type study assiduously the structure of language ,	but they do n't teach people how to speak their native language .	1>2	unknown	concession	concession
and another thing to try to help science policies that promote the social usefulness of science .	but they do n't teach people how to speak their native language .	1<2	unknown	evidence	explanation
What I 'm heading to is the contention that STS might be a refined instrument to study the anatomy and physiology of the sciences and the technologies ,	The point is HOW to do this .	1>2	unknown	background	frame
What I 'm heading to is the contention that STS might be a refined instrument to study the anatomy and physiology of the sciences and the technologies ,	if it shrugs off the political momentum and the complex of the non recognized .	1<2	unknown	condition	condition
What I 'm heading to is the contention that STS might be a refined instrument to study the anatomy and physiology of the sciences and the technologies ,	It is sufficiently anti-narcistic , I believe , to embark on systemic studies of the sciences and the technologies as systems acquiring and applying knowledge in a social and cultural context .	1<2	unknown	elaboration	elaboration
It is sufficiently anti-narcistic , I believe , to embark on systemic studies of the sciences and the technologies as systems acquiring and applying knowledge in a social and cultural context .	In this regard , I fully concur with JOHN ( apologies , but my machine saved his Oct 25th 's post without the address part ) that the 4 general implications of this current debate are " odd things " .	1<2	unknown	elaboration	elaboration
In this regard , I fully concur with JOHN ( apologies , but my machine saved his Oct 25th 's post without the address part ) that the 4 general implications of this current debate are " odd things " .	We do n't necessarily need a dialogue between STSents and scientists to achieve meaning , recognition and " bright future " for STS .	1<2	unknown	elaboration	elaboration
In this regard , I fully concur with JOHN ( apologies , but my machine saved his Oct 25th 's post without the address part ) that the 4 general implications of this current debate are " odd things " .	I find it naive , too , to gathe crumble by crumble " positive " projects to counter the sense of inferiority or , at least , to jump out of the critical niche .	1<2	unknown	elaboration	elaboration
I find it naive , too , to gathe crumble by crumble " positive " projects to counter the sense of inferiority or , at least , to jump out of the critical niche .	As a matter of fact , it is in FULLER ( " Philosophy , Rhetoric and the End o Knowledge : ... UW Press , Madison , 1993 )	1<2	unknown	enablement	purpose
As a matter of fact , it is in FULLER ( " Philosophy , Rhetoric and the End o Knowledge : ... UW Press , Madison , 1993 )	where STS is rightly defined as " capable [ ... ] of making the academy more permeable to the rest of society " .	1<2	unknown	elaboration	elaboration
First of all , in the whole enterprise of STS it is not clear who is to be rectified : scientists or science ?	The point is HOW to do this .	1<2	unknown	list	conjunction
By begrudging academy 's power , by belittling academy 's authority by dismissing academy 's epistemology ?	Or by acknowledging it as a system for acquiring knowledge among many , and analytically representing its features ?	1>2	unknown	antithesis	contrast
The point is HOW to do this .	Or by acknowledging it as a system for acquiring knowledge among many , and analytically representing its features ?	1<2	unknown	elaboration	elaboration
Or by acknowledging it as a system for acquiring knowledge among many , and analytically representing its features ?	I assume that STS may well become the so needed anthropology of scientists providing the lacking cultural dimension of academic science as just one sociall constructed complex of cognition and adaptation .	1<2	unknown	elaboration	elaboration
Many thanks to Sharon Traweek for succintly expressing the particular contribution that ethnographic work can make in reframing certain notions of science criticism .	Given long - term , on - site commitments to explore the situated knowledge of lab or clinic , the scientists , technicians , clinicians , et al. with whom we work are interlocutors , not epistemological quarry ;	1>2	unknown	background	frame
Given long - term , on - site commitments to explore the situated knowledge of lab or clinic , the scientists , technicians , clinicians , et al. with whom we work are interlocutors , not epistemological quarry ;	often enough , as David Hakken suggests , they are sources , not merely objects of critique , of our work as well as their own .	1<2	unknown	elaboration	elaboration
often enough , as David Hakken suggests , they are sources , not merely objects of critique , of our work as well as their own .	We find ourselves joined through epistemic alignments [ Rouse ] or partial connections [ Haraway ] that link local and translocal knowledges ;	1<2	unknown	elaboration	elaboration
We find ourselves joined through epistemic alignments [ Rouse ] or partial connections [ Haraway ] that link local and translocal knowledges ;	surely this is more productive terrain for projects of global citizenship at the end of the century than the pugilistic rhetoric of the ' culture wars . '	1<2	unknown	evaluation	comment
Promoters of STS as either the conscience or the efficiency expert of the research community might prudently keep in mind the observation of E.W.R. Steacie ( czar of Canadian official science 1952 - 62 ) when asked why his organization did not offer advice to government more often :	" Why pitch when there 's no catcher ? "	1>2	unknown	background	frame
I d like to add my voice to those of Sharon Traweek , Deborah Heath and others who have been disturbed by the recent discussion on this list about the relation between science studies and science .	The potential contribution of science studies lies in disrupting the simple categories and crude narratives we typically use to discuss science .	1>2	unknown	background	frame
The potential contribution of science studies lies in disrupting the simple categories and crude narratives we typically use to discuss science .	Our goal should be to restore a sense of this richness and diversity to our conversations and our conversations with others by involving ourselves in the web of relationships and practices that scientists are engaged in .	1>2	unknown	background	frame
The potential contribution of science studies lies in disrupting the simple categories and crude narratives we typically use to discuss science .	Science consists of a rich tapestry of localized practices and discourses that is difficult or impossible to reduce .	1<2	unknown	elaboration	elaboration
Our goal should be to restore a sense of this richness and diversity to our conversations and our conversations with others by involving ourselves in the web of relationships and practices that scientists are engaged in .	The current polarized debate appears to be a retreat from this position .	1>2	unknown	concession	concession
The current polarized debate appears to be a retreat from this position .	It has shifted back into an abstract discussion that is made possible by disengaging from the practice of science ,	1<2	unknown	elaboration	elaboration
It has shifted back into an abstract discussion that is made possible by disengaging from the practice of science ,	although , ironically , the debate in part claims to be about having a practical effect .	1<2	unknown	concession	concession
Let me just quote Mike Lynch s therapy :	" Stop talking about science ! Go to a laboratory - any laboratory will do - hang around for a while , listen to conversations , watch the technicians work , ask them to explain what they do , read their notes , observe what they say when they examine data , and watch how they move equipment around ! " ( from Scientific Practice and Ordinary Action ) .	1>2	unknown	attribution	attribution
The current polarized debate appears to be a retreat from this position .	" Stop talking about science ! Go to a laboratory - any laboratory will do - hang around for a while , listen to conversations , watch the technicians work , ask them to explain what they do , read their notes , observe what they say when they examine data , and watch how they move equipment around ! " ( from Scientific Practice and Ordinary Action ) .	1<2	unknown	summary	organization
For what its worth , here 's yet another example of scientist - meets - STS :	but was a catastrophe for my physicist ,	1>2	unknown	background	frame
I was working with a physicist who finally asked me what STS was all about ,	so I took him to two lectures :	1>2	unknown	volitional-cause	causal
so I took him to two lectures :	but was a catastrophe for my physicist ,	1>2	unknown	background	frame
so I took him to two lectures :	one by Don na Haraway and the other by Sharon Traweek .	1<2	unknown	elaboration	elaboration
Donna 's lecture was pitched to getting the Santa Cruz feminist / lit crit crowd more interested in science ,	it was a great success with her audience	1>2	unknown	background	frame
it was a great success with her audience	but was a catastrophe for my physicist ,	1>2	unknown	concession	concession
( afterwards African - American lit maven bell hooks said in an astonished voice	" hey , this is the same thing we 're trying to do in Black women 's literature ! " )	1>2	unknown	circumstance	temporal
it was a great success with her audience	" hey , this is the same thing we 're trying to do in Black women 's literature ! " )	1<2	unknown	evidence	explanation
but was a catastrophe for my physicist ,	( 1 ) We need to speak in different registers to different audiences .	1>2	unknown	evidence	explanation
but was a catastrophe for my physicist ,	who said " typical view of science - is - male - domination . "	1<2	unknown	elaboration	elaboration
Sharon 's lecture was given to the anthro dept ,	so it focused on the way physicists create their own subculture .	1>2	unknown	volitional-cause	causal
so it focused on the way physicists create their own subculture .	but also fascinated .	1>2	unknown	nonvolitional-cause	causal
My physicist was a bit shook up by it	but also fascinated .	1>2	unknown	concession	concession
My physicist was a bit shook up by it	( " it makes me feel like a primate " )	1<2	unknown	elaboration	elaboration
but was a catastrophe for my physicist ,	but also fascinated .	1<2	unknown	list	conjunction
Moral of the testimony :	( 1 ) We need to speak in different registers to different audiences .	1>2	unknown	preparation	organization
(2) We often have mixed audiences ,	so someone is bound to get the wrong register .	1>2	unknown	nonvolitional-cause	causal
( 1 ) We need to speak in different registers to different audiences .	so someone is bound to get the wrong register .	1<2	unknown	list	conjunction
For those of you who hate long email messages	just delete this .	1>2	unknown	motivation	explanation
For those of you who hate long email messages	[ as I usually do ] ,	1<2	unknown	background	frame
just delete this .	I am exceedingly reluctant to ' reply ' to Fuller 's remarks ,	1>2	unknown	preparation	organization
I am exceedingly reluctant to ' reply ' to Fuller 's remarks ,	There are many , many other ways to think clearly and models , in my - and many other peoples ' - opinion is most certainly not the way to begin an inquiry .	1>2	unknown	background	frame
not only because that would require a long posting ,	that merely puts him in the position of defining the terms of discussion , which , of course , is the problem .	1>2	unknown	antithesis	contrast
but also because , unless I 'm careful ,	that merely puts him in the position of defining the terms of discussion , which , of course , is the problem .	1>2	unknown	unless	contrast
I am exceedingly reluctant to ' reply ' to Fuller 's remarks ,	that merely puts him in the position of defining the terms of discussion , which , of course , is the problem .	1<2	unknown	volitional-cause	causal
that merely puts him in the position of defining the terms of discussion , which , of course , is the problem .	That is , the very way of imagining the interaction of scientists , engineers , clinicians , policy makers , curricula devisers , researchers about sci / tech / med practices , ET AL , that occupied so much screen time assumes an US / THEM split , assumes different discourses , assumes different epistemic concerns , assumes ...	1<2	unknown	elaboration	elaboration
That is , the very way of imagining the interaction of scientists , engineers , clinicians , policy makers , curricula devisers , researchers about sci / tech / med practices , ET AL , that occupied so much screen time assumes an US / THEM split , assumes different discourses , assumes different epistemic concerns , assumes ...	the list could easily fill the rest of this screen and the next .	1<2	unknown	elaboration	elaboration
That is , the very way of imagining the interaction of scientists , engineers , clinicians , policy makers , curricula devisers , researchers about sci / tech / med practices , ET AL , that occupied so much screen time assumes an US / THEM split , assumes different discourses , assumes different epistemic concerns , assumes ...	In order to make that point I 'll just add my remarks interstitially in what Fuller said about my last posting .	1<2	unknown	means	mode
In a very message , of course , On Wed , 26 Oct 1994 , Steve Fuller wrote :	> As for TRAWEEK , I am not clear what model of STS - scientist interaction > she 's working with .	1>2	unknown	preparation	organization
> As for TRAWEEK , I am not clear what model of STS - scientist interaction > she 's working with .	Actually , I never use models .	1>2	unknown	antithesis	contrast
> As for TRAWEEK , I am not clear what model of STS - scientist interaction > she 's working with .	Ah yes , what MODEL does she use .	1<2	unknown	interpretation	comment
Actually , I never use models .	There are many , many other ways to think clearly and models , in my - and many other peoples ' - opinion is most certainly not the way to begin an inquiry .	1>2	unknown	volitional-cause	causal
Actually , I never use models .	Not my style .	1<2	unknown	elaboration	elaboration
There are many , many other ways to think clearly and models , in my - and many other peoples ' - opinion is most certainly not the way to begin an inquiry .	And I would argue that we are most decidedly at the beginning of our collective inquiries about the relation / co - production of sci / tech / med practices to other cultural practices .	1<2	unknown	evidence	explanation
As any philosopher , historian of ideas in science , sociologist of knowledge , or anyone in artificial intelligence knows ,	' models ' provide a very specific set of constraints on how one might build interesting interpretations .	1>2	unknown	circumstance	temporal
And I would argue that we are most decidedly at the beginning of our collective inquiries about the relation / co - production of sci / tech / med practices to other cultural practices .	' models ' provide a very specific set of constraints on how one might build interesting interpretations .	1<2	unknown	evidence	explanation
Not being dull witted ,	I know that and hence am not the least interested in trying to fit my ideas into models meaningful to Fuller .	1>2	unknown	antithesis	contrast
There are many , many other ways to think clearly and models , in my - and many other peoples ' - opinion is most certainly not the way to begin an inquiry .	I know that and hence am not the least interested in trying to fit my ideas into models meaningful to Fuller .	1<2	unknown	evaluation	comment
I fully expect he is aware that I do not use models ,	so the question he is apparently posing to me , we now know is not posed to me at all .	1>2	unknown	volitional-cause	causal
I know that and hence am not the least interested in trying to fit my ideas into models meaningful to Fuller .	so the question he is apparently posing to me , we now know is not posed to me at all .	1<2	unknown	motivation	explanation
Rhetorically , he continues :	One way to relieve ( at least my ) unclarity would be to > hear why scientists would want to use your work in their courses , and why > they 're interested in hearing you talk in the first place --	1>2	unknown	preparation	organization
One way to relieve ( at least my ) unclarity would be to > hear why scientists would want to use your work in their courses , and why > they 're interested in hearing you talk in the first place --	Given a little space , I think they can speak for themselves .	1>2	unknown	antithesis	contrast
There are many , many other ways to think clearly and models , in my - and many other peoples ' - opinion is most certainly not the way to begin an inquiry .	Given a little space , I think they can speak for themselves .	1<2	unknown	list	conjunction
Given a little space , I think they can speak for themselves .	Two more I did not know about and who are readers [ hitherto quiet ones ] of this list have written me since my posting last night .	1<2	unknown	evidence	explanation
Given a little space , I think they can speak for themselves .	Overall , I think my work gives physicists an opportunity in their classes to bring up the ' common sense ' knowledge of their field , their ' corridor talk ' , and to discuss why this is important and how newcomers might be learning , or not learning , the practices and techniques of the craft of ' doing physics . '	1<2	unknown	list	conjunction
Overall , I think my work gives physicists an opportunity in their classes to bring up the ' common sense ' knowledge of their field , their ' corridor talk ' , and to discuss why this is important and how newcomers might be learning , or not learning , the practices and techniques of the craft of ' doing physics . '	Rhetorically , Fuller 's " ( at least my ) unclarity " is a rather clear display recognizable to anyone familiar with certain rather common agonistic academic displays .	1<2	unknown	list	conjunction
Rhetorically , Fuller 's " ( at least my ) unclarity " is a rather clear display recognizable to anyone familiar with certain rather common agonistic academic displays .	For the uninitiated I will explicate : the implication is that ' TRAWEEK ' is unclear .	1<2	unknown	elaboration	elaboration
Rhetorically , Fuller 's " ( at least my ) unclarity " is a rather clear display recognizable to anyone familiar with certain rather common agonistic academic displays .	The ' in the first place ' pointedly says that I did not manage , in my posting , to make even the first point about why ' TRAWEEK 's utterances , orally or in print , would be of interest to scientists .	1<2	unknown	elaboration	elaboration
Rhetorically , Fuller 's " ( at least my ) unclarity " is a rather clear display recognizable to anyone familiar with certain rather common agonistic academic displays .	We 're at the red pencil in the margins stage ;	1<2	unknown	summary	organization
We 're at the red pencil in the margins stage ;	that is , I have been classed as the bad student .	1<2	unknown	elaboration	elaboration
that is , I have been classed as the bad student .	In ethology that sort of gesture is called a dominance move .	1<2	unknown	background	frame
In ethology that sort of gesture is called a dominance move .	I pass .	1<2	unknown	evaluation	comment
Ah , but he goes on :	and whether > those reasons relate to why you 'd want them to use your work and to invite > you to speak .	1>2	unknown	preparation	organization
